Geography,Financial Year,Budget Phase,Class,Service Name,Total
LIM367,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,344.4
LIM367,2019/20,Budget Year,Affordable Range,Water: Consumption,378.84
LIM367,2020/21,Budget Year,Affordable Range,Water: Consumption,416.73
LIM367,2021/22,Budget Year,Affordable Range,Water: Consumption,458.41
LIM367,2015/16,Audited Outcome,Affordable Range,Sanitation,47.74
LIM367,2016/17,Audited Outcome,Affordable Range,Sanitation,50.63
LIM367,2017/18,Audited Outcome,Affordable Range,Sanitation,53.67
LIM367,2018/19,Original Budget,Affordable Range,Sanitation,56.88
LIM367,2018/19,Adjusted Budget,Affordable Range,Sanitation,56.88
LIM367,2019/20,Budget Year,Affordable Range,Sanitation,60.3
LIM367,2020/21,Budget Year,Affordable Range,Sanitation,63.92
LIM367,2021/22,Budget Year,Affordable Range,Sanitation,67.76
LIM367,2015/16,Audited Outcome,Affordable Range,Refuse removal,63.79
LIM367,2016/17,Audited Outcome,Affordable Range,Refuse removal,67.62
LIM367,2017/18,Audited Outcome,Affordable Range,Refuse removal,71.68
LIM367,2018/19,Original Budget,Affordable Range,Refuse removal,75.98
LIM367,2018/19,Adjusted Budget,Affordable Range,Refuse removal,75.98
LIM367,2019/20,Budget Year,Affordable Range,Refuse removal,80.54
LIM367,2020/21,Budget Year,Affordable Range,Refuse removal,85.38
LIM367,2021/22,Budget Year,Affordable Range,Refuse removal,90.51
LIM367,2015/16,Audited Outcome,Affordable Range,Other,
LIM367,2016/17,Audited Outcome,Affordable Range,Other,
LIM367,2017/18,Audited Outcome,Affordable Range,Other,
LIM367,2018/19,Original Budget,Affordable Range,Other,
LIM367,2018/19,Adjusted Budget,Affordable Range,Other,
LIM367,2019/20,Budget Year,Affordable Range,Other,
LIM367,2020/21,Budget Year,Affordable Range,Other,
LIM367,2021/22,Budget Year,Affordable Range,Other,
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,136.42
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,144.6
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,164.85
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,162.47
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,162.47
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,172.22
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,182.56
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,193.52
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,294.0
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,314.4
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,321.0
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,342.96
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,342.96
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,363.54
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,385.36
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,408.49
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,152.76
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,164.99
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,179.0
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,194.16
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,194.16
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,213.58
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,234.94
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,258.44
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,23.8
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,25.24
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,26.76
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,28.61
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,28.61
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,30.33
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,32.15
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,34.08
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,43.64
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,46.27
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,49.05
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,52.43
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,52.43
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,55.58
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,58.92
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,62.46
LIM367,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
LIM367,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
LIM367,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
LIM367,2018/19,Original Budget,Indigent HH receiving FBS,Other,
LIM367,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
LIM367,2019/20,Budget Year,Indigent HH receiving FBS,Other,
LIM367,2020/21,Budget Year,Indigent HH receiving FBS,Other,
LIM367,2021/22,Budget Year,Indigent HH receiving FBS,Other,
LIM368,2015/16,Audited Outcome,Middle Income Range,Property rates,
LIM368,2016/17,Audited Outcome,Middle Income Range,Property rates,
LIM368,2017/18,Audited Outcome,Middle Income Range,Property rates,
LIM368,2018/19,Original Budget,Middle Income Range,Property rates,602.31
LIM368,2018/19,Adjusted Budget,Middle Income Range,Property rates,602.31
LIM368,2019/20,Budget Year,Middle Income Range,Property rates,668.57
LIM368,2020/21,Budget Year,Middle Income Range,Property rates,752.14
LIM368,2021/22,Budget Year,Middle Income Range,Property rates,853.68
LIM368,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM368,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM368,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
LIM368,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,117.2
LIM368,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,117.2
LIM368,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,125.22
LIM368,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,134.61
LIM368,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,144.71
LIM368,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,
LIM368,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,
LIM368,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,
LIM368,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,1489.72
LIM368,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,1489.72
LIM368,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,1591.62
LIM368,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,1710.99
LIM368,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,1839.32
LIM368,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM368,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM368,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,
LIM368,2018/19,Original Budget,Middle Income Range,Water: Basic levy,60.0
LIM368,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,60.0
LIM368,2019/20,Budget Year,Middle Income Range,Water: Basic levy,67.2
LIM368,2020/21,Budget Year,Middle Income Range,Water: Basic levy,68.04
LIM368,2021/22,Budget Year,Middle Income Range,Water: Basic levy,68.92
LIM368,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,
LIM368,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,
LIM368,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,
LIM368,2018/19,Original Budget,Middle Income Range,Water: Consumption,429.7
LIM368,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,429.7
LIM368,2019/20,Budget Year,Middle Income Range,Water: Consumption,481.26
LIM368,2020/21,Budget Year,Middle Income Range,Water: Consumption,487.28
LIM368,2021/22,Budget Year,Middle Income Range,Water: Consumption,493.61
LIM368,2015/16,Audited Outcome,Middle Income Range,Sanitation,
LIM368,2016/17,Audited Outcome,Middle Income Range,Sanitation,
LIM368,2017/18,Audited Outcome,Middle Income Range,Sanitation,
LIM368,2018/19,Original Budget,Middle Income Range,Sanitation,331.45
LIM368,2018/19,Adjusted Budget,Middle Income Range,Sanitation,331.45
LIM368,2019/20,Budget Year,Middle Income Range,Sanitation,351.34
LIM368,2020/21,Budget Year,Middle Income Range,Sanitation,372.42
LIM368,2021/22,Budget Year,Middle Income Range,Sanitation,394.77
LIM368,2015/16,Audited Outcome,Middle Income Range,Refuse removal,
LIM368,2016/17,Audited Outcome,Middle Income Range,Refuse removal,
LIM368,2017/18,Audited Outcome,Middle Income Range,Refuse removal,
LIM368,2018/19,Original Budget,Middle Income Range,Refuse removal,101.85
LIM368,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,101.85
LIM368,2019/20,Budget Year,Middle Income Range,Refuse removal,106.94
LIM368,2020/21,Budget Year,Middle Income Range,Refuse removal,112.29
LIM368,2021/22,Budget Year,Middle Income Range,Refuse removal,117.9
LIM368,2015/16,Audited Outcome,Middle Income Range,Other,
LIM368,2016/17,Audited Outcome,Middle Income Range,Other,
LIM368,2017/18,Audited Outcome,Middle Income Range,Other,
LIM368,2018/19,Original Budget,Middle Income Range,Other,
LIM368,2018/19,Adjusted Budget,Middle Income Range,Other,
LIM368,2019/20,Budget Year,Middle Income Range,Other,
LIM368,2020/21,Budget Year,Middle Income Range,Other,
LIM368,2021/22,Budget Year,Middle Income Range,Other,
LIM368,2015/16,Audited Outcome,Affordable Range,Property rates,
LIM368,2016/17,Audited Outcome,Affordable Range,Property rates,
LIM368,2017/18,Audited Outcome,Affordable Range,Property rates,
LIM368,2018/19,Original Budget,Affordable Range,Property rates,421.98
LIM368,2018/19,Adjusted Budget,Affordable Range,Property rates,421.98
LIM368,2019/20,Budget Year,Affordable Range,Property rates,447.3
LIM368,2020/21,Budget Year,Affordable Range,Property rates,474.14
LIM368,2021/22,Budget Year,Affordable Range,Property rates,502.58
LIM368,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM368,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM368,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
LIM368,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,117.2
LIM368,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,117.2
LIM368,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,125.22
LIM368,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,134.61
LIM368,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,144.71
LIM368,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,
LIM368,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,
LIM368,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,
LIM368,2018/19,Original Budget,Affordable Range,Electricity: Consumption,602.13
LIM368,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,602.13
LIM368,2019/20,Budget Year,Affordable Range,Electricity: Consumption,643.32
LIM368,2020/21,Budget Year,Affordable Range,Electricity: Consumption,691.57
LIM368,2021/22,Budget Year,Affordable Range,Electricity: Consumption,743.44
LIM368,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,
LIM368,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,
LIM368,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,
LIM368,2018/19,Original Budget,Affordable Range,Water: Basic levy,60.0
LIM368,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,60.0
LIM368,2019/20,Budget Year,Affordable Range,Water: Basic levy,67.2
LIM368,2020/21,Budget Year,Affordable Range,Water: Basic levy,68.04
LIM368,2021/22,Budget Year,Affordable Range,Water: Basic levy,68.92
LIM368,2015/16,Audited Outcome,Affordable Range,Water: Consumption,
LIM368,2016/17,Audited Outcome,Affordable Range,Water: Consumption,
LIM368,2017/18,Audited Outcome,Affordable Range,Water: Consumption,
LIM368,2018/19,Original Budget,Affordable Range,Water: Consumption,340.1
LIM368,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,340.1
LIM368,2019/20,Budget Year,Affordable Range,Water: Consumption,380.92
LIM368,2020/21,Budget Year,Affordable Range,Water: Consumption,385.68
LIM368,2021/22,Budget Year,Affordable Range,Water: Consumption,390.7
LIM368,2015/16,Audited Outcome,Affordable Range,Sanitation,
LIM368,2016/17,Audited Outcome,Affordable Range,Sanitation,
LIM368,2017/18,Audited Outcome,Affordable Range,Sanitation,
LIM368,2018/19,Original Budget,Affordable Range,Sanitation,316.86
LIM368,2018/19,Adjusted Budget,Affordable Range,Sanitation,316.86
LIM368,2019/20,Budget Year,Affordable Range,Sanitation,335.87
LIM368,2020/21,Budget Year,Affordable Range,Sanitation,356.02
LIM368,2021/22,Budget Year,Affordable Range,Sanitation,377.38
LIM368,2015/16,Audited Outcome,Affordable Range,Refuse removal,
LIM368,2016/17,Audited Outcome,Affordable Range,Refuse removal,
LIM368,2017/18,Audited Outcome,Affordable Range,Refuse removal,
LIM368,2018/19,Original Budget,Affordable Range,Refuse removal,101.85
LIM368,2018/19,Adjusted Budget,Affordable Range,Refuse removal,101.85
LIM368,2019/20,Budget Year,Affordable Range,Refuse removal,106.94
LIM368,2020/21,Budget Year,Affordable Range,Refuse removal,112.29
LIM368,2021/22,Budget Year,Affordable Range,Refuse removal,117.9
LIM368,2015/16,Audited Outcome,Affordable Range,Other,
LIM368,2016/17,Audited Outcome,Affordable Range,Other,
LIM368,2017/18,Audited Outcome,Affordable Range,Other,
LIM368,2018/19,Original Budget,Affordable Range,Other,
LIM368,2018/19,Adjusted Budget,Affordable Range,Other,
LIM368,2019/20,Budget Year,Affordable Range,Other,
LIM368,2020/21,Budget Year,Affordable Range,Other,
LIM368,2021/22,Budget Year,Affordable Range,Other,
LIM368,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM368,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM368,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
LIM368,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
LIM368,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
LIM368,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
LIM368,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
LIM368,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
LIM368,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
LIM368,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
LIM368,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
LIM368,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
LIM368,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,329.73
LIM368,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,329.73
LIM368,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,352.28
LIM368,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,378.7
LIM368,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,407.1
LIM368,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM368,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM368,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
LIM368,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM368,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
LIM368,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
