Geography,Financial Year,Budget Phase,Class,Total,Percent Increase
MP313,2020/21,Budget Year,Affordable Range,2047.6,9.47
MP313,2021/22,Budget Year,Affordable Range,2195.02,7.2
MP313,2015/16,Audited Outcome,Indigent HH receiving FBS,454.74,
MP313,2016/17,Audited Outcome,Indigent HH receiving FBS,487.46,7.2
MP313,2017/18,Audited Outcome,Indigent HH receiving FBS,510.97,4.82
MP313,2018/19,Original Budget,Indigent HH receiving FBS,485.87,-4.91
MP313,2018/19,Adjusted Budget,Indigent HH receiving FBS,485.87,
MP313,2019/20,Budget Year,Indigent HH receiving FBS,541.14,11.38
MP313,2020/21,Budget Year,Indigent HH receiving FBS,575.08,6.27
MP313,2021/22,Budget Year,Indigent HH receiving FBS,619.48,7.72
MP314,2015/16,Audited Outcome,Middle Income Range,,
MP314,2016/17,Audited Outcome,Middle Income Range,,
MP314,2017/18,Audited Outcome,Middle Income Range,,
MP314,2018/19,Original Budget,Middle Income Range,,
MP314,2018/19,Adjusted Budget,Middle Income Range,,
MP314,2019/20,Budget Year,Middle Income Range,,
MP314,2020/21,Budget Year,Middle Income Range,,
MP314,2021/22,Budget Year,Middle Income Range,,
MP314,2015/16,Audited Outcome,Affordable Range,52.14,
MP314,2016/17,Audited Outcome,Affordable Range,57.39,10.07
MP314,2017/18,Audited Outcome,Affordable Range,62.29,8.54
MP314,2018/19,Original Budget,Affordable Range,68.0,9.17
MP314,2018/19,Adjusted Budget,Affordable Range,68.0,
MP314,2019/20,Budget Year,Affordable Range,73.09,7.49
MP314,2020/21,Budget Year,Affordable Range,78.57,7.5
MP314,2021/22,Budget Year,Affordable Range,84.48,7.52
MP314,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP314,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP314,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP314,2018/19,Original Budget,Indigent HH receiving FBS,,
MP314,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
MP314,2019/20,Budget Year,Indigent HH receiving FBS,,
MP314,2020/21,Budget Year,Indigent HH receiving FBS,,
MP314,2021/22,Budget Year,Indigent HH receiving FBS,,
MP315,2015/16,Audited Outcome,Middle Income Range,,
MP315,2016/17,Audited Outcome,Middle Income Range,,
MP315,2017/18,Audited Outcome,Middle Income Range,,
MP315,2018/19,Original Budget,Middle Income Range,130.0,
MP315,2018/19,Adjusted Budget,Middle Income Range,,-100.0
MP315,2019/20,Budget Year,Middle Income Range,,
MP315,2020/21,Budget Year,Middle Income Range,,
MP315,2021/22,Budget Year,Middle Income Range,,
MP315,2015/16,Audited Outcome,Affordable Range,,
MP315,2016/17,Audited Outcome,Affordable Range,,
MP315,2017/18,Audited Outcome,Affordable Range,,
MP315,2018/19,Original Budget,Affordable Range,130.0,
MP315,2018/19,Adjusted Budget,Affordable Range,,-100.0
MP315,2019/20,Budget Year,Affordable Range,,
MP315,2020/21,Budget Year,Affordable Range,,
MP315,2021/22,Budget Year,Affordable Range,,
MP315,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP315,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP315,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP315,2018/19,Original Budget,Indigent HH receiving FBS,130.0,
MP315,2018/19,Adjusted Budget,Indigent HH receiving FBS,,-100.0
MP315,2019/20,Budget Year,Indigent HH receiving FBS,,
MP315,2020/21,Budget Year,Indigent HH receiving FBS,,
MP315,2021/22,Budget Year,Indigent HH receiving FBS,,
MP316,2015/16,Audited Outcome,Middle Income Range,,
MP316,2016/17,Audited Outcome,Middle Income Range,,
MP316,2017/18,Audited Outcome,Middle Income Range,,
MP316,2018/19,Original Budget,Middle Income Range,,
MP316,2018/19,Adjusted Budget,Middle Income Range,,
MP316,2019/20,Budget Year,Middle Income Range,,
MP316,2020/21,Budget Year,Middle Income Range,,
MP316,2021/22,Budget Year,Middle Income Range,,
MP316,2015/16,Audited Outcome,Affordable Range,,
MP316,2016/17,Audited Outcome,Affordable Range,,
MP316,2017/18,Audited Outcome,Affordable Range,,
MP316,2018/19,Original Budget,Affordable Range,,
MP316,2018/19,Adjusted Budget,Affordable Range,,
MP316,2019/20,Budget Year,Affordable Range,,
MP316,2020/21,Budget Year,Affordable Range,,
MP316,2021/22,Budget Year,Affordable Range,,
MP316,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP316,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP316,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP316,2018/19,Original Budget,Indigent HH receiving FBS,,
MP316,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
MP316,2019/20,Budget Year,Indigent HH receiving FBS,,
MP316,2020/21,Budget Year,Indigent HH receiving FBS,,
MP316,2021/22,Budget Year,Indigent HH receiving FBS,,
DC31,2015/16,Audited Outcome,Middle Income Range,,
DC31,2016/17,Audited Outcome,Middle Income Range,,
DC31,2017/18,Audited Outcome,Middle Income Range,,
DC31,2018/19,Original Budget,Middle Income Range,,
DC31,2018/19,Adjusted Budget,Middle Income Range,,
DC31,2019/20,Budget Year,Middle Income Range,,
DC31,2020/21,Budget Year,Middle Income Range,,
DC31,2021/22,Budget Year,Middle Income Range,,
DC31,2015/16,Audited Outcome,Affordable Range,,
DC31,2016/17,Audited Outcome,Affordable Range,,
DC31,2017/18,Audited Outcome,Affordable Range,,
DC31,2018/19,Original Budget,Affordable Range,,
DC31,2018/19,Adjusted Budget,Affordable Range,,
DC31,2019/20,Budget Year,Affordable Range,,
DC31,2020/21,Budget Year,Affordable Range,,
DC31,2021/22,Budget Year,Affordable Range,,
DC31,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC31,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC31,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC31,2018/19,Original Budget,Indigent HH receiving FBS,,
DC31,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC31,2019/20,Budget Year,Indigent HH receiving FBS,,
DC31,2020/21,Budget Year,Indigent HH receiving FBS,,
DC31,2021/22,Budget Year,Indigent HH receiving FBS,,
MP321,2015/16,Audited Outcome,Middle Income Range,,
MP321,2016/17,Audited Outcome,Middle Income Range,,
MP321,2017/18,Audited Outcome,Middle Income Range,,
MP321,2018/19,Original Budget,Middle Income Range,,
MP321,2018/19,Adjusted Budget,Middle Income Range,,
MP321,2019/20,Budget Year,Middle Income Range,,
MP321,2020/21,Budget Year,Middle Income Range,,
MP321,2021/22,Budget Year,Middle Income Range,,
MP321,2015/16,Audited Outcome,Affordable Range,,
MP321,2016/17,Audited Outcome,Affordable Range,,
MP321,2017/18,Audited Outcome,Affordable Range,,
MP321,2018/19,Original Budget,Affordable Range,,
MP321,2018/19,Adjusted Budget,Affordable Range,,
MP321,2019/20,Budget Year,Affordable Range,,
MP321,2020/21,Budget Year,Affordable Range,,
MP321,2021/22,Budget Year,Affordable Range,,
MP321,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP321,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP321,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP321,2018/19,Original Budget,Indigent HH receiving FBS,,
MP321,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
MP321,2019/20,Budget Year,Indigent HH receiving FBS,,
MP321,2020/21,Budget Year,Indigent HH receiving FBS,,
MP321,2021/22,Budget Year,Indigent HH receiving FBS,,
MP324,2015/16,Audited Outcome,Middle Income Range,2793.15,
MP324,2016/17,Audited Outcome,Middle Income Range,2988.0,6.98
MP324,2017/18,Audited Outcome,Middle Income Range,3287.73,10.03
MP324,2018/19,Original Budget,Middle Income Range,3114.82,-5.26
MP324,2018/19,Adjusted Budget,Middle Income Range,3114.82,
MP324,2019/20,Budget Year,Middle Income Range,3396.78,9.05
MP324,2020/21,Budget Year,Middle Income Range,3744.83,10.25
MP324,2021/22,Budget Year,Middle Income Range,4132.17,10.34
MP324,2015/16,Audited Outcome,Affordable Range,1819.78,
MP324,2016/17,Audited Outcome,Affordable Range,1946.35,6.95
MP324,2017/18,Audited Outcome,Affordable Range,2147.37,10.33
MP324,2018/19,Original Budget,Affordable Range,2034.85,-5.24
MP324,2018/19,Adjusted Budget,Affordable Range,2034.85,
MP324,2019/20,Budget Year,Affordable Range,2231.97,9.69
MP324,2020/21,Budget Year,Affordable Range,2450.06,9.77
MP324,2021/22,Budget Year,Affordable Range,2692.09,9.88
MP324,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP324,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP324,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP324,2018/19,Original Budget,Indigent HH receiving FBS,354.08,
MP324,2018/19,Adjusted Budget,Indigent HH receiving FBS,354.08,
MP324,2019/20,Budget Year,Indigent HH receiving FBS,263.0,-25.72
MP324,2020/21,Budget Year,Indigent HH receiving FBS,288.04,9.52
MP324,2021/22,Budget Year,Indigent HH receiving FBS,315.62,9.58
MP325,2015/16,Audited Outcome,Middle Income Range,325.1,
MP325,2016/17,Audited Outcome,Middle Income Range,350.12,7.7
MP325,2017/18,Audited Outcome,Middle Income Range,371.13,6.0
MP325,2018/19,Original Budget,Middle Income Range,393.4,6.0
MP325,2018/19,Adjusted Budget,Middle Income Range,0.36,-99.91
MP325,2019/20,Budget Year,Middle Income Range,394.32,0.14
MP325,2020/21,Budget Year,Middle Income Range,417.0,5.75
MP325,2021/22,Budget Year,Middle Income Range,417.56,0.13
MP325,2015/16,Audited Outcome,Affordable Range,99.6,
MP325,2016/17,Audited Outcome,Affordable Range,336.2,237.55
MP325,2017/18,Audited Outcome,Affordable Range,356.37,6.0
MP325,2018/19,Original Budget,Affordable Range,377.75,6.0
MP325,2018/19,Adjusted Budget,Affordable Range,0.36,-99.9
MP325,2019/20,Budget Year,Affordable Range,378.53,0.11
MP325,2020/21,Budget Year,Affordable Range,400.42,5.78
MP325,2021/22,Budget Year,Affordable Range,400.84,0.1
MP325,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP325,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP325,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP325,2018/19,Original Budget,Indigent HH receiving FBS,,
MP325,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
MP325,2019/20,Budget Year,Indigent HH receiving FBS,,
MP325,2020/21,Budget Year,Indigent HH receiving FBS,,
MP325,2021/22,Budget Year,Indigent HH receiving FBS,,
MP326,2015/16,Audited Outcome,Middle Income Range,,
MP326,2016/17,Audited Outcome,Middle Income Range,,
MP326,2017/18,Audited Outcome,Middle Income Range,2787.2,
MP326,2018/19,Original Budget,Middle Income Range,2940.72,5.51
MP326,2018/19,Adjusted Budget,Middle Income Range,2940.72,
MP326,2019/20,Budget Year,Middle Income Range,3226.75,9.73
MP326,2020/21,Budget Year,Middle Income Range,3400.99,5.4
MP326,2021/22,Budget Year,Middle Income Range,3584.65,5.4
MP326,2015/16,Audited Outcome,Affordable Range,,
MP326,2016/17,Audited Outcome,Affordable Range,,
MP326,2017/18,Audited Outcome,Affordable Range,1661.38,
MP326,2018/19,Original Budget,Affordable Range,1746.81,5.14
MP326,2018/19,Adjusted Budget,Affordable Range,1746.81,
MP326,2019/20,Budget Year,Affordable Range,1898.61,8.69
MP326,2020/21,Budget Year,Affordable Range,2001.13,5.4
MP326,2021/22,Budget Year,Affordable Range,2109.2,5.4
MP326,2015/16,Audited Outcome,Indigent HH receiving FBS,,
MP326,2016/17,Audited Outcome,Indigent HH receiving FBS,,
MP326,2017/18,Audited Outcome,Indigent HH receiving FBS,,
MP326,2018/19,Original Budget,Indigent HH receiving FBS,1352.43,
MP326,2018/19,Adjusted Budget,Indigent HH receiving FBS,1352.43,
MP326,2019/20,Budget Year,Indigent HH receiving FBS,1473.31,8.94
MP326,2020/21,Budget Year,Indigent HH receiving FBS,1473.31,
MP326,2021/22,Budget Year,Indigent HH receiving FBS,1473.31,
DC32,2015/16,Audited Outcome,Middle Income Range,,
DC32,2016/17,Audited Outcome,Middle Income Range,,
DC32,2017/18,Audited Outcome,Middle Income Range,,
DC32,2018/19,Original Budget,Middle Income Range,,
DC32,2018/19,Adjusted Budget,Middle Income Range,,
DC32,2019/20,Budget Year,Middle Income Range,,
DC32,2020/21,Budget Year,Middle Income Range,,
DC32,2021/22,Budget Year,Middle Income Range,,
DC32,2015/16,Audited Outcome,Affordable Range,,
DC32,2016/17,Audited Outcome,Affordable Range,,
DC32,2017/18,Audited Outcome,Affordable Range,,
DC32,2018/19,Original Budget,Affordable Range,,
DC32,2018/19,Adjusted Budget,Affordable Range,,
DC32,2019/20,Budget Year,Affordable Range,,
DC32,2020/21,Budget Year,Affordable Range,,
DC32,2021/22,Budget Year,Affordable Range,,
DC32,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC32,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC32,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC32,2018/19,Original Budget,Indigent HH receiving FBS,,
DC32,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC32,2019/20,Budget Year,Indigent HH receiving FBS,,
DC32,2020/21,Budget Year,Indigent HH receiving FBS,,
DC32,2021/22,Budget Year,Indigent HH receiving FBS,,
NC451,2015/16,Audited Outcome,Middle Income Range,2661.73,
NC451,2016/17,Audited Outcome,Middle Income Range,2942.1,10.53
NC451,2017/18,Audited Outcome,Middle Income Range,3253.78,10.59
NC451,2018/19,Original Budget,Middle Income Range,3563.73,9.53
NC451,2018/19,Adjusted Budget,Middle Income Range,3563.73,
NC451,2019/20,Budget Year,Middle Income Range,3563.73,
NC451,2020/21,Budget Year,Middle Income Range,3563.73,
NC451,2021/22,Budget Year,Middle Income Range,3563.73,
NC451,2015/16,Audited Outcome,Affordable Range,644.34,
NC451,2016/17,Audited Outcome,Affordable Range,716.42,11.19
NC451,2017/18,Audited Outcome,Affordable Range,796.83,11.22
NC451,2018/19,Original Budget,Affordable Range,884.79,11.04
NC451,2018/19,Adjusted Budget,Affordable Range,884.79,
NC451,2019/20,Budget Year,Affordable Range,884.79,
NC451,2020/21,Budget Year,Affordable Range,884.79,
NC451,2021/22,Budget Year,Affordable Range,884.79,
NC451,2015/16,Audited Outcome,Indigent HH receiving FBS,148.3,
NC451,2016/17,Audited Outcome,Indigent HH receiving FBS,159.77,7.73
NC451,2017/18,Audited Outcome,Indigent HH receiving FBS,172.19,7.77
NC451,2018/19,Original Budget,Indigent HH receiving FBS,185.62,7.8
NC451,2018/19,Adjusted Budget,Indigent HH receiving FBS,185.62,
NC451,2019/20,Budget Year,Indigent HH receiving FBS,185.62,
NC451,2020/21,Budget Year,Indigent HH receiving FBS,185.62,
NC451,2021/22,Budget Year,Indigent HH receiving FBS,,-100.0
NC452,2015/16,Audited Outcome,Middle Income Range,,
NC452,2016/17,Audited Outcome,Middle Income Range,,
NC452,2017/18,Audited Outcome,Middle Income Range,,
NC452,2018/19,Original Budget,Middle Income Range,,
NC452,2018/19,Adjusted Budget,Middle Income Range,,
NC452,2019/20,Budget Year,Middle Income Range,,
NC452,2020/21,Budget Year,Middle Income Range,,
NC452,2021/22,Budget Year,Middle Income Range,,
NC452,2015/16,Audited Outcome,Affordable Range,,
NC452,2016/17,Audited Outcome,Affordable Range,,
NC452,2017/18,Audited Outcome,Affordable Range,,
NC452,2018/19,Original Budget,Affordable Range,,
NC452,2018/19,Adjusted Budget,Affordable Range,,
NC452,2019/20,Budget Year,Affordable Range,196976064.0,
NC452,2020/21,Budget Year,Affordable Range,207612772.0,5.4
NC452,2021/22,Budget Year,Affordable Range,218823861.0,5.4
NC452,2015/16,Audited Outcome,Indigent HH receiving FBS,,
NC452,2016/17,Audited Outcome,Indigent HH receiving FBS,,
NC452,2017/18,Audited Outcome,Indigent HH receiving FBS,,
NC452,2018/19,Original Budget,Indigent HH receiving FBS,,
NC452,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
NC452,2019/20,Budget Year,Indigent HH receiving FBS,4944819.39,
NC452,2020/21,Budget Year,Indigent HH receiving FBS,3982912.37,-19.45
NC452,2021/22,Budget Year,Indigent HH receiving FBS,4197990.17,5.4
NC453,2015/16,Audited Outcome,Middle Income Range,,
NC453,2016/17,Audited Outcome,Middle Income Range,,
NC453,2017/18,Audited Outcome,Middle Income Range,,
NC453,2018/19,Original Budget,Middle Income Range,,
NC453,2018/19,Adjusted Budget,Middle Income Range,,
NC453,2019/20,Budget Year,Middle Income Range,,
NC453,2020/21,Budget Year,Middle Income Range,,
NC453,2021/22,Budget Year,Middle Income Range,,
NC453,2015/16,Audited Outcome,Affordable Range,,
NC453,2016/17,Audited Outcome,Affordable Range,,
NC453,2017/18,Audited Outcome,Affordable Range,,
NC453,2018/19,Original Budget,Affordable Range,,
NC453,2018/19,Adjusted Budget,Affordable Range,,
NC453,2019/20,Budget Year,Affordable Range,,
NC453,2020/21,Budget Year,Affordable Range,,
NC453,2021/22,Budget Year,Affordable Range,,
NC453,2015/16,Audited Outcome,Indigent HH receiving FBS,,
NC453,2016/17,Audited Outcome,Indigent HH receiving FBS,,
NC453,2017/18,Audited Outcome,Indigent HH receiving FBS,,
NC453,2018/19,Original Budget,Indigent HH receiving FBS,,
NC453,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
NC453,2019/20,Budget Year,Indigent HH receiving FBS,,
NC453,2020/21,Budget Year,Indigent HH receiving FBS,,
NC453,2021/22,Budget Year,Indigent HH receiving FBS,,
DC45,2015/16,Audited Outcome,Middle Income Range,,
DC45,2016/17,Audited Outcome,Middle Income Range,,
DC45,2017/18,Audited Outcome,Middle Income Range,,
DC45,2018/19,Original Budget,Middle Income Range,,
DC45,2018/19,Adjusted Budget,Middle Income Range,,
DC45,2019/20,Budget Year,Middle Income Range,,
DC45,2020/21,Budget Year,Middle Income Range,,
DC45,2021/22,Budget Year,Middle Income Range,,
DC45,2015/16,Audited Outcome,Affordable Range,,
DC45,2016/17,Audited Outcome,Affordable Range,,
DC45,2017/18,Audited Outcome,Affordable Range,,
DC45,2018/19,Original Budget,Affordable Range,,
DC45,2018/19,Adjusted Budget,Affordable Range,,
DC45,2019/20,Budget Year,Affordable Range,,
DC45,2020/21,Budget Year,Affordable Range,,
DC45,2021/22,Budget Year,Affordable Range,,
DC45,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC45,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC45,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC45,2018/19,Original Budget,Indigent HH receiving FBS,,
DC45,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC45,2019/20,Budget Year,Indigent HH receiving FBS,,
DC45,2020/21,Budget Year,Indigent HH receiving FBS,,
DC45,2021/22,Budget Year,Indigent HH receiving FBS,,
NC061,2015/16,Audited Outcome,Middle Income Range,2576.1,
NC061,2016/17,Audited Outcome,Middle Income Range,3058.36,18.72
NC061,2017/18,Audited Outcome,Middle Income Range,3203.48,4.75
NC061,2018/19,Original Budget,Middle Income Range,3373.49,5.31
NC061,2018/19,Adjusted Budget,Middle Income Range,3373.49,
NC061,2019/20,Budget Year,Middle Income Range,3760.31,11.47
NC061,2020/21,Budget Year,Middle Income Range,3963.37,5.4
NC061,2021/22,Budget Year,Middle Income Range,4177.39,5.4
NC061,2015/16,Audited Outcome,Affordable Range,480.2,
NC061,2016/17,Audited Outcome,Affordable Range,472.55,-1.59
NC061,2017/18,Audited Outcome,Affordable Range,2109.72,346.46
NC061,2018/19,Original Budget,Affordable Range,1018.23,-51.74
NC061,2018/19,Adjusted Budget,Affordable Range,1018.23,
NC061,2019/20,Budget Year,Affordable Range,1106.96,8.71
NC061,2020/21,Budget Year,Affordable Range,704.08,-36.4
NC061,2021/22,Budget Year,Affordable Range,742.1,5.4
NC061,2015/16,Audited Outcome,Indigent HH receiving FBS,402.06,
NC061,2016/17,Audited Outcome,Indigent HH receiving FBS,472.55,17.53
NC061,2017/18,Audited Outcome,Indigent HH receiving FBS,502.46,6.33
NC061,2018/19,Original Budget,Indigent HH receiving FBS,528.79,5.24
NC061,2018/19,Adjusted Budget,Indigent HH receiving FBS,528.79,
NC061,2019/20,Budget Year,Indigent HH receiving FBS,563.63,6.59
NC061,2020/21,Budget Year,Indigent HH receiving FBS,594.06,5.4
NC061,2021/22,Budget Year,Indigent HH receiving FBS,626.14,5.4
NC062,2015/16,Audited Outcome,Middle Income Range,,
NC062,2016/17,Audited Outcome,Middle Income Range,3611.76,
NC062,2017/18,Audited Outcome,Middle Income Range,3738.76,3.52
NC062,2018/19,Original Budget,Middle Income Range,3990.79,6.74
NC062,2018/19,Adjusted Budget,Middle Income Range,,-100.0
